ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2020-01-01,0.26616717639748305,0.6000532106443232,2.922410918181878,0.2661671732478548,0.26616717949634733,1.5133728358159517,1.5133728358159517,1.5133728358159517,1.5133728358159517,1.5133728358159517,1.5133728358159517,0.0,0.0,0.0,1.7795400122134348
2021-01-01,0.26556848277568307,-0.8172909374964261,1.4739309572531774,0.26556847274536244,0.26556849179341874,0.13447816398620457,0.13447816398620457,0.13447816398620457,0.13447816398620457,0.13447816398620457,0.13447816398620457,0.0,0.0,0.0,0.4000466467618876
2022-01-01,0.264971424928806,-0.31659999052293275,1.9549212535169205,0.26497140802359953,0.26497144111912724,0.5894827965573304,0.5894827965573304,0.5894827965573304,0.5894827965573304,0.5894827965573304,0.5894827965573304,0.0,0.0,0.0,0.8544542214861364
2023-01-01,0.26437436708192896,0.1814302140757395,2.402592039457801,0.2643743413037449,0.2643743925619514,1.0493007167890385,1.0493007167890385,1.0493007167890385,1.0493007167890385,1.0493007167890385,1.0493007167890385,0.0,0.0,0.0,1.3136750838709674
